home_team,away_team,tournament,neutral,away_score,Away Model,Home model
British Virgin Islands,Cayman Islands,CFU Caribbean Cup qualification,TRUE,1.0,2.390625,0.718994140625
Jamaica,U.S. Virgin Islands,CFU Caribbean Cup qualification,FALSE,1.0,-0.720703125,6.19580078125
Puerto Rico,Suriname,CFU Caribbean Cup qualification,TRUE,1.0,2.6640625,0.9072265625
Saint Martin,Haiti,CFU Caribbean Cup qualification,TRUE,2.0,3.767578125,-1.027587890625
Trinidad and Tobago,Grenada,CFU Caribbean Cup qualification,FALSE,0.0,0.763671875,2.96728515625
United Arab Emirates,Kuwait,Friendly,FALSE,1.0,1.22265625,1.34619140625
Bermuda,British Virgin Islands,CFU Caribbean Cup qualification,TRUE,2.0,0.380859375,4.309814453125
Grenada,Puerto Rico,CFU Caribbean Cup qualification,TRUE,2.0,1.3359375,2.595703125
Jamaica,Haiti,CFU Caribbean Cup qualification,FALSE,1.0,1.056640625,1.7275390625
Singapore,Burma,Friendly,FALSE,0.0,1.443359375,2.07568359375
Trinidad and Tobago,Suriname,CFU Caribbean Cup qualification,FALSE,0.0,0.99609375,2.44287109375
U.S. Virgin Islands,Saint Martin,CFU Caribbean Cup qualification,TRUE,0.0,3.57421875,1.6865234375
Egypt,Bulgaria,Friendly,FALSE,1.0,1.12109375,1.519775390625
Hungary,Slovakia,King's Cup,TRUE,1.0,1.220703125,2.16943359375
Singapore,Hong Kong,Friendly,FALSE,0.0,1.47265625,1.692626953125
Thailand,Estonia,King's Cup,FALSE,0.0,1.212890625,1.410400390625
Bahrain,Finland,Prime Minister's Cup,FALSE,2.0,1.212890625,1.33203125
Latvia,Oman,Prime Minister's Cup,TRUE,3.0,1.19921875,1.633544921875
Qatar,Lebanon,Friendly,FALSE,1.0,0.697265625,1.949951171875
Hong Kong,Burma,Friendly,TRUE,2.0,1.513671875,1.806884765625
Hungary,Estonia,King's Cup,TRUE,0.0,0.615234375,3.051025390625
Thailand,Slovakia,King's Cup,FALSE,1.0,1.818359375,0.52880859375
Bahrain,Latvia,Prime Minister's Cup,FALSE,2.0,1.19921875,1.40234375
Finland,Oman,Prime Minister's Cup,TRUE,0.0,1.208984375,2.223876953125
Iraq,Yemen,Friendly,TRUE,1.0,0.27734375,3.198486328125
United Arab Emirates,Kuwait,Friendly,FALSE,1.0,1.22265625,1.34619140625
Qatar,Yemen,Friendly,FALSE,0.0,0.314453125,3.074951171875
Kuwait,Tajikistan,Friendly,FALSE,0.0,0.537109375,2.541015625
Laos,Indonesia,AFF Championship,TRUE,6.0,3.0390625,0.435791015625
Vietnam,Singapore,AFF Championship,FALSE,1.0,0.884765625,1.7783203125
Malaysia,East Timor,AFF Championship,FALSE,0.0,-0.0390625,3.92333984375
Philippines,Burma,AFF Championship,TRUE,1.0,1.9921875,0.970458984375
Indonesia,Singapore,AFF Championship,TRUE,0.0,1.130859375,1.794677734375
Vietnam,Cambodia,AFF Championship,FALSE,1.0,0.4375,3.543212890625
Iraq,Oman,Gulf Cup,TRUE,3.0,0.67578125,2.0234375
Malaysia,Philippines,AFF Championship,FALSE,1.0,0.583984375,2.416259765625
Qatar,United Arab Emirates,Gulf Cup,FALSE,2.0,0.875,1.579345703125
Thailand,Burma,AFF Championship,TRUE,1.0,1.126953125,1.920654296875
Bahrain,Yemen,Gulf Cup,TRUE,1.0,0.705078125,2.58056640625
Ethiopia,Burundi,CECAFA Cup,FALSE,1.0,0.7421875,1.45068359375
Laos,Cambodia,AFF Championship,TRUE,1.0,2.263671875,2.17822265625
Rwanda,Zanzibar,CECAFA Cup,TRUE,2.0,0.63671875,1.906005859375
Saudi Arabia,Kuwait,Gulf Cup,TRUE,2.0,1.27734375,1.380615234375
Vietnam,Indonesia,AFF Championship,FALSE,3.0,1.212890625,1.80078125
British Virgin Islands,Trinidad and Tobago,CFU Caribbean Cup qualification,FALSE,4.0,3.388671875,-1.231201171875
Cuba,Martinique,CFU Caribbean Cup qualification,FALSE,0.0,0.916015625,1.86962890625
East Timor,Thailand,AFF Championship,TRUE,8.0,4.017578125,-0.25048828125
Haiti,Saint Kitts and Nevis,CFU Caribbean Cup qualification,TRUE,0.0,0.978515625,2.43212890625
Kenya,Sudan,CECAFA Cup,TRUE,2.0,1.072265625,1.1240234375
Malaysia,Burma,AFF Championship,FALSE,1.0,0.990234375,1.88818359375
Saint Lucia,Jamaica,CFU Caribbean Cup qualification,FALSE,1.0,2.02734375,0.794921875
Uganda,Somalia,CECAFA Cup,TRUE,0.0,0.2890625,3.254150390625
Burundi,Rwanda,CECAFA Cup,TRUE,1.0,0.978515625,0.48388671875
Indonesia,Cambodia,AFF Championship,TRUE,0.0,0.681640625,3.5595703125
Oman,United Arab Emirates,Gulf Cup,TRUE,1.0,1.25,0.99365234375
Qatar,Iraq,Gulf Cup,FALSE,3.0,1.0625,1.20849609375
Singapore,Laos,AFF Championship,TRUE,2.0,1.154296875,3.519775390625
Zanzibar,Tanzania,CECAFA Cup,TRUE,2.0,1.77734375,0.7900390625
Kuwait,Bahrain,Gulf Cup,TRUE,1.0,1.015625,1.530029296875
Malaysia,Thailand,AFF Championship,FALSE,1.0,1.263671875,1.510009765625
Philippines,East Timor,AFF Championship,TRUE,1.0,0.962890625,3.005615234375
Saudi Arabia,Yemen,Gulf Cup,TRUE,0.0,0.44140625,3.093505859375
Somalia,Kenya,CECAFA Cup,TRUE,1.0,2.599609375,0.3466796875
Sudan,Uganda,CECAFA Cup,TRUE,1.0,1.21875,0.96337890625
Cambodia,Singapore,AFF Championship,TRUE,3.0,2.01953125,0.586181640625
Ethiopia,Rwanda,CECAFA Cup,FALSE,0.0,0.65234375,1.282958984375
Lesotho,Botswana,Friendly,FALSE,1.0,0.974609375,0.987060546875
Saint Kitts and Nevis,Haiti,CFU Caribbean Cup qualification,FALSE,2.0,1.951171875,0.8779296875
Tanzania,Burundi,CECAFA Cup,TRUE,2.0,1.234375,1.0078125
Vietnam,Laos,AFF Championship,FALSE,0.0,0.482421875,3.927734375
Burma,East Timor,AFF Championship,TRUE,1.0,0.1171875,3.726318359375
Iraq,United Arab Emirates,Gulf Cup,TRUE,1.0,0.8359375,1.702880859375
Japan,Germany,Friendly,FALSE,3.0,2.37109375,0.93603515625
Qatar,Oman,Gulf Cup,FALSE,1.0,0.71484375,1.89990234375
Thailand,Philippines,AFF Championship,TRUE,1.0,0.71875,2.44873046875
Bahrain,Saudi Arabia,Gulf Cup,TRUE,0.0,1.49609375,0.8115234375
Burundi,Zanzibar,CECAFA Cup,TRUE,1.0,0.681640625,1.598876953125
Ethiopia,Tanzania,CECAFA Cup,FALSE,0.0,0.662109375,1.595703125
Kuwait,Yemen,Gulf Cup,TRUE,0.0,0.533203125,2.98486328125
Iran,Panama,Friendly,FALSE,0.0,0.505859375,2.271484375
Kenya,Uganda,CECAFA Cup,TRUE,1.0,1.3125,1.0625
Maldives,Sri Lanka,Friendly,FALSE,0.0,1.32421875,2.8662109375
Sudan,Somalia,CECAFA Cup,TRUE,0.0,0.369140625,2.8427734375
Ethiopia,Zanzibar,CECAFA Cup,FALSE,0.0,0.35546875,2.39794921875
Jamaica,Saint Lucia,CFU Caribbean Cup qualification,FALSE,1.0,0.212890625,2.978515625
South Korea,Germany,Friendly,FALSE,1.0,2.048828125,0.756103515625
Tanzania,Rwanda,CECAFA Cup,TRUE,5.0,1.14453125,0.840087890625
Trinidad and Tobago,British Virgin Islands,CFU Caribbean Cup qualification,FALSE,0.0,-0.75,5.4609375
Oman,Bahrain,Gulf Cup,TRUE,2.0,1.138671875,1.074462890625
Qatar,Kuwait,Gulf Cup,FALSE,0.0,1.1171875,1.402099609375
Martinique,Cuba,CFU Caribbean Cup qualification,FALSE,2.0,1.068359375,1.7822265625
Thailand,Germany,Friendly,FALSE,5.0,2.865234375,0.03125
Venezuela,Guatemala,Friendly,FALSE,1.0,1.015625,1.825439453125
Ethiopia,Kenya,CECAFA Cup,FALSE,2.0,0.88671875,1.37841796875
Sudan,Burundi,CECAFA Cup,TRUE,2.0,1.0390625,1.201171875
Bahrain,Kuwait,Gulf Cup,TRUE,1.0,1.5390625,0.86767578125
Qatar,Oman,Gulf Cup,FALSE,1.0,0.71484375,1.89990234375
Ethiopia,Burundi,CECAFA Cup,FALSE,0.0,0.7421875,1.45068359375
Kenya,Sudan,CECAFA Cup,TRUE,2.0,1.072265625,1.1240234375
Indonesia,Malaysia,AFF Championship,FALSE,2.0,0.984375,1.752197265625
Burma,Singapore,AFF Championship,TRUE,4.0,1.01171875,1.45849609375
Basque Country,Honduras,Friendly,FALSE,0.0,0.947265625,2.89306640625
Catalonia,Argentina,Friendly,FALSE,3.0,1.517578125,1.098876953125
Andalusia,Malta,Friendly,FALSE,0.0,0.1875,3.115966796875
Singapore,Burma,AFF Championship,FALSE,2.0,1.353515625,1.8232421875
Malaysia,Indonesia,AFF Championship,FALSE,4.0,1.181640625,1.677978515625
Egypt,Uganda,Friendly,FALSE,0.0,0.62890625,2.4189453125
Indonesia,Singapore,AFF Championship,FALSE,3.0,0.791015625,2.014892578125
Jamaica,French Guiana,CFU Caribbean Cup qualification,FALSE,0.0,0.599609375,2.47021484375
Haiti,Cuba,CFU Caribbean Cup qualification,FALSE,1.0,0.853515625,1.846923828125
Antigua and Barbuda,Trinidad and Tobago,Friendly,FALSE,1.0,1.82421875,0.72412109375
Costa Rica,Haiti,Friendly,FALSE,3.0,0.572265625,2.409423828125
Colombia,South Korea,Friendly,TRUE,1.0,0.9375,1.449951171875
French Guiana,Jamaica,CFU Caribbean Cup qualification,FALSE,0.0,1.453125,0.841552734375
Malaysia,Burma,AFF Championship,TRUE,1.0,1.330078125,1.66796875
Cuba,Haiti,CFU Caribbean Cup qualification,FALSE,1.0,1.13671875,1.51123046875
Singapore,Indonesia,AFF Championship,FALSE,1.0,1.544921875,1.613037109375
Guatemala,Colombia,Friendly,TRUE,1.0,1.708984375,0.35888671875
Paraguay,South Korea,Friendly,TRUE,1.0,0.98046875,1.66015625
Trinidad and Tobago,Azerbaijan,Friendly,FALSE,0.0,0.841796875,1.84521484375
Kuwait,Norway,Friendly,FALSE,1.0,1.5859375,1.19873046875
Sweden,South Korea,Friendly,TRUE,1.0,1.02734375,2.28955078125
Barbados,Grenada,Friendly,FALSE,0.0,1.267578125,1.82666015625
Guatemala,Paraguay,Friendly,TRUE,2.0,1.86328125,0.5009765625
Trinidad and Tobago,Azerbaijan,Friendly,FALSE,0.0,0.841796875,1.84521484375
Bahrain,Norway,Friendly,FALSE,1.0,1.755859375,0.79443359375
Saudi Arabia,Tajikistan,Friendly,FALSE,0.0,0.4453125,2.649658203125
Ecuador,Panama,Friendly,FALSE,0.0,0.654296875,2.4365234375
Kuwait,Syria,Friendly,FALSE,2.0,0.8828125,1.711669921875
Mexico,Sweden,Friendly,TRUE,0.0,1.591796875,1.396484375
Jordan,Norway,Friendly,FALSE,0.0,1.482421875,0.77978515625
Ecuador,Panama,Friendly,FALSE,0.0,0.654296875,2.4365234375
Japan,Kazakhstan,Friendly,FALSE,0.0,0.84375,2.173095703125
Saudi Arabia,Turkmenistan,Friendly,FALSE,0.0,0.5859375,2.578857421875
Trinidad and Tobago,Haiti,Friendly,FALSE,0.0,1.1328125,1.9599609375
Bahrain,Lebanon,Friendly,TRUE,1.0,1.12109375,1.41552734375
Hungary,Saudi Arabia,Friendly,TRUE,0.0,0.943359375,2.50048828125
Iran,Bosnia and Herzegovina,Friendly,FALSE,1.0,1.099609375,1.574462890625
Japan,Syria,Friendly,FALSE,0.0,0.91015625,2.080322265625
North Korea,Kuwait,Friendly,TRUE,0.0,1.34765625,1.17333984375
Gabon,Central African Republic,Friendly,FALSE,0.0,0.640625,2.423583984375
Trinidad and Tobago,Haiti,Friendly,FALSE,1.0,1.1328125,1.9599609375
South Korea,Egypt,Friendly,FALSE,1.0,0.833984375,1.344970703125
Central African Republic,Congo,Friendly,TRUE,1.0,1.900390625,1.253662109375
Barbados,Antigua and Barbuda,Friendly,FALSE,2.0,1.046875,2.180908203125
Trinidad and Tobago,Haiti,Friendly,FALSE,1.0,1.1328125,1.9599609375
Cyprus,Austria,Cyprus International Tournament,FALSE,1.0,1.974609375,0.9677734375
Gabon,Congo,Friendly,FALSE,0.0,0.8984375,1.42138671875
Ivory Coast,DR Congo,Friendly,TRUE,2.0,1.390625,1.8916015625
Latvia,Finland,Cyprus International Tournament,TRUE,2.0,1.44140625,1.369140625
Albania,Ukraine,FIFA World Cup qualification,FALSE,2.0,1.171875,0.79296875
Algeria,Burkina Faso,Friendly,FALSE,0.0,0.56640625,2.138427734375
Austria,Latvia,Cyprus International Tournament,TRUE,1.0,0.75,2.692138671875
Azerbaijan,Moldova,Friendly,FALSE,0.0,0.578125,1.151123046875
Bahrain,Iran,FIFA World Cup qualification,FALSE,0.0,1.4296875,0.738037109375
Bulgaria,Serbia,Friendly,FALSE,0.0,1.248046875,1.38037109375
Cameroon,Senegal,Friendly,TRUE,0.0,1.20703125,1.226806640625
Chile,Ecuador,Friendly,FALSE,0.0,0.80078125,2.147705078125
Costa Rica,Mexico,FIFA World Cup qualification,FALSE,2.0,1.1015625,1.333984375
Cyprus,Finland,Cyprus International Tournament,FALSE,2.0,1.203125,1.68359375
Egypt,Belgium,Friendly,FALSE,0.0,1.515625,1.527099609375
England,Netherlands,Friendly,FALSE,0.0,1.28125,2.02783203125
France,Sweden,Friendly,FALSE,1.0,1.291015625,1.87890625
Georgia,Lithuania,Friendly,FALSE,0.0,0.8671875,1.9775390625
Germany,Argentina,Friendly,FALSE,2.0,1.271484375,1.91796875
Greece,Denmark,FIFA World Cup qualification,FALSE,1.0,1.34765625,1.156005859375
Guinea,Mali,Friendly,TRUE,2.0,1.22265625,1.51513671875
Hong Kong,Brazil,Lunar New Year Cup,FALSE,7.0,3.123046875,-0.717529296875
Republic of Ireland,Portugal,Friendly,FALSE,0.0,1.19921875,1.26904296875
Israel,Croatia,Friendly,FALSE,3.0,1.630859375,1.047119140625
Italy,Russia,Friendly,FALSE,0.0,0.943359375,1.4697265625
Japan,North Korea,FIFA World Cup qualification,FALSE,1.0,0.849609375,2.0419921875
South Korea,Kuwait,FIFA World Cup qualification,FALSE,0.0,0.701171875,1.720947265625
North Macedonia,Andorra,FIFA World Cup qualification,FALSE,0.0,0.26171875,2.908935546875
Malta,Norway,Friendly,FALSE,3.0,2.095703125,0.76513671875
Morocco,Kenya,FIFA World Cup qualification,FALSE,1.0,0.40625,2.38623046875
Northern Ireland,Canada,Friendly,FALSE,1.0,0.876953125,1.6591796875
Panama,Guatemala,FIFA World Cup qualification,FALSE,0.0,0.8828125,1.262451171875
Poland,Belarus,Friendly,FALSE,3.0,0.84375,2.205078125
Romania,Slovakia,Friendly,TRUE,2.0,1.302734375,1.643310546875
Slovenia,Czech Republic,Friendly,FALSE,3.0,1.595703125,0.769775390625
South Africa,Australia,Friendly,FALSE,1.0,1.21875,0.90576171875
Spain,San Marino,FIFA World Cup qualification,FALSE,0.0,-0.494140625,6.13037109375
Trinidad and Tobago,United States,FIFA World Cup qualification,FALSE,2.0,1.443359375,1.400634765625
United Arab Emirates,Switzerland,Friendly,FALSE,2.0,1.732421875,0.977783203125
Uzbekistan,Saudi Arabia,FIFA World Cup qualification,FALSE,1.0,0.873046875,1.569580078125
Venezuela,Estonia,Friendly,FALSE,0.0,1.01953125,2.046875
Wales,Hungary,Friendly,FALSE,0.0,1.703125,1.263671875
Gabon,Chad,Friendly,FALSE,3.0,0.484375,2.008056640625
Gabon,Congo,Friendly,FALSE,1.0,0.8984375,1.42138671875
Barbados,Guyana,Friendly,FALSE,3.0,1.095703125,1.353759765625
Guatemala,Haiti,Friendly,TRUE,1.0,1.294921875,1.734375
Costa Rica,Ecuador,Friendly,FALSE,2.0,0.8828125,1.572265625
El Salvador,Panama,UNCAF Cup,TRUE,1.0,1.1328125,1.2900390625
Guatemala,Belize,UNCAF Cup,FALSE,0.0,0.2734375,2.695068359375
Honduras,Nicaragua,UNCAF Cup,TRUE,1.0,0.30859375,3.124267578125
Barbados,Cuba,CFU Caribbean Cup,FALSE,3.0,1.310546875,0.81005859375
Jamaica,Trinidad and Tobago,CFU Caribbean Cup,TRUE,1.0,1.388671875,1.3486328125
Belize,Honduras,UNCAF Cup,TRUE,4.0,2.365234375,0.080810546875
Costa Rica,El Salvador,UNCAF Cup,TRUE,1.0,0.49609375,1.785400390625
Guatemala,Nicaragua,UNCAF Cup,FALSE,0.0,0.189453125,3.246337890625
Barbados,Jamaica,CFU Caribbean Cup,FALSE,1.0,1.357421875,0.58056640625
Congo,Angola,Friendly,FALSE,2.0,1.005859375,1.380859375
Trinidad and Tobago,Cuba,CFU Caribbean Cup,TRUE,2.0,1.15625,1.688720703125
Guatemala,Honduras,UNCAF Cup,FALSE,1.0,1.142578125,1.215087890625
Mexico,Colombia,Friendly,FALSE,1.0,0.72265625,1.542724609375
Nicaragua,Belize,UNCAF Cup,TRUE,0.0,1.583984375,1.639404296875
Panama,Costa Rica,UNCAF Cup,TRUE,1.0,1.55078125,0.428466796875
Barbados,Trinidad and Tobago,CFU Caribbean Cup,FALSE,3.0,1.607421875,0.744140625
Cuba,Jamaica,CFU Caribbean Cup,TRUE,1.0,1.21875,0.96875
Guatemala,Costa Rica,UNCAF Cup,FALSE,4.0,1.140625,1.04736328125
Honduras,Panama,UNCAF Cup,TRUE,0.0,0.86328125,1.482177734375
Botswana,Zambia,Friendly,FALSE,0.0,1.408203125,0.576904296875
Mauritius,Madagascar,COSAFA Cup,FALSE,0.0,1.439453125,1.535400390625
Seychelles,South Africa,COSAFA Cup,TRUE,3.0,2.578125,-0.50048828125
Costa Rica,Honduras,UNCAF Cup,TRUE,1.0,1.099609375,1.44970703125
Guatemala,Panama,UNCAF Cup,FALSE,0.0,0.744140625,1.604248046875
Malawi,Zimbabwe,Friendly,FALSE,1.0,1.220703125,1.248291015625
Mauritius,South Africa,COSAFA Cup,FALSE,1.0,1.876953125,0.565185546875
Hong Kong,Mongolia,EAFF Championship,TRUE,0.0,0.462890625,3.8603515625
Guam,Hong Kong,EAFF Championship,TRUE,15.0,5.318359375,-0.880126953125
North Korea,Mongolia,EAFF Championship,TRUE,0.0,-0.4140625,4.7041015625
Mexico,Argentina,Friendly,TRUE,1.0,1.603515625,0.9775390625
Mongolia,Guam,EAFF Championship,TRUE,1.0,1.427734375,4.405517578125
United States,Colombia,Friendly,FALSE,0.0,1.1015625,1.0576171875
Guam,North Korea,EAFF Championship,TRUE,21.0,5.82421875,-1.833251953125
Kenya,Rwanda,Friendly,FALSE,1.0,0.970703125,1.664306640625
Kuwait,Finland,Friendly,FALSE,1.0,1.1328125,1.6279296875
Sudan,Ethiopia,Friendly,FALSE,1.0,1.048828125,2.074951171875
Hong Kong,North Korea,EAFF Championship,TRUE,2.0,1.966796875,0.684814453125
Saudi Arabia,Egypt,Friendly,FALSE,1.0,1.03515625,1.264892578125
Zimbabwe,Botswana,Friendly,FALSE,1.0,0.60546875,1.78662109375
Kuwait,Armenia,Friendly,TRUE,1.0,1.42578125,1.4111328125
Saudi Arabia,Finland,Friendly,FALSE,4.0,1.041015625,1.736572265625
Gabon,Congo,Friendly,FALSE,0.0,0.8984375,1.42138671875
Lesotho,Namibia,Friendly,FALSE,2.0,1.13671875,1.169677734375
United States,Honduras,Friendly,FALSE,0.0,1.005859375,1.88671875
South Korea,Burkina Faso,Friendly,TRUE,0.0,0.908203125,1.7490234375
Kenya,Ghana,Friendly,FALSE,2.0,1.65625,0.958251953125
Iran,Japan,FIFA World Cup qualification,FALSE,1.0,0.93359375,1.791748046875
North Korea,Bahrain,FIFA World Cup qualification,FALSE,2.0,0.5859375,1.731689453125
Kuwait,Uzbekistan,FIFA World Cup qualification,FALSE,1.0,1.037109375,1.841064453125
Saudi Arabia,South Korea,FIFA World Cup qualification,FALSE,0.0,1.005859375,1.421875
Armenia,Andorra,FIFA World Cup qualification,FALSE,1.0,0.564453125,2.68896484375
Australia,Iraq,Friendly,FALSE,1.0,0.96875,1.822998046875
Belgium,Bosnia and Herzegovina,FIFA World Cup qualification,FALSE,1.0,1.033203125,2.386962890625
Bolivia,Argentina,FIFA World Cup qualification,FALSE,2.0,1.845703125,0.8583984375
Bulgaria,Sweden,FIFA World Cup qualification,FALSE,3.0,1.42578125,1.470458984375
Burkina Faso,Cape Verde,FIFA World Cup qualification,FALSE,2.0,0.77734375,1.683837890625
Chile,Uruguay,FIFA World Cup qualification,FALSE,1.0,1.314453125,1.63623046875
Costa Rica,Panama,FIFA World Cup qualification,FALSE,1.0,0.423828125,2.332275390625
Croatia,Iceland,FIFA World Cup qualification,FALSE,0.0,0.583984375,2.543212890625
Cyprus,Jordan,Friendly,FALSE,1.0,1.087890625,1.47412109375
Czech Republic,Finland,FIFA World Cup qualification,FALSE,3.0,0.576171875,2.65673828125
Denmark,Kazakhstan,FIFA World Cup qualification,FALSE,0.0,0.3515625,2.945068359375
England,Northern Ireland,FIFA World Cup qualification,FALSE,0.0,0.236328125,2.590576171875
Estonia,Slovakia,FIFA World Cup qualification,FALSE,2.0,1.677734375,0.77880859375
France,Switzerland,FIFA World Cup qualification,FALSE,0.0,0.947265625,2.31298828125
Georgia,Greece,FIFA World Cup qualification,FALSE,3.0,1.021484375,1.14306640625
Guatemala,Trinidad and Tobago,FIFA World Cup qualification,FALSE,1.0,0.958984375,2.026611328125
Israel,Republic of Ireland,FIFA World Cup qualification,FALSE,1.0,1.2734375,1.180419921875
Italy,Scotland,FIFA World Cup qualification,FALSE,0.0,0.8203125,1.771240234375
Kenya,Botswana,FIFA World Cup qualification,FALSE,0.0,0.78125,1.801025390625
Liechtenstein,Russia,FIFA World Cup qualification,FALSE,2.0,2.951171875,-0.397216796875
Morocco,Guinea,FIFA World Cup qualification,FALSE,0.0,0.603515625,2.037841796875
Nigeria,Gabon,FIFA World Cup qualification,FALSE,0.0,0.46875,2.1640625
Poland,Azerbaijan,FIFA World Cup qualification,FALSE,0.0,0.140625,2.90478515625
Portugal,Canada,Friendly,FALSE,1.0,0.373046875,2.48095703125
Romania,Netherlands,FIFA World Cup qualification,FALSE,2.0,1.52734375,1.634033203125
Senegal,Liberia,FIFA World Cup qualification,FALSE,1.0,0.271484375,2.1240234375
Slovenia,Germany,Friendly,FALSE,1.0,2.24609375,0.708251953125
South Africa,Uganda,FIFA World Cup qualification,FALSE,1.0,0.59375,1.82958984375
Spain,China PR,Friendly,FALSE,0.0,0.201171875,2.920166015625
Tunisia,Malawi,FIFA World Cup qualification,FALSE,0.0,0.50390625,2.399658203125
Turkey,Albania,FIFA World Cup qualification,FALSE,0.0,0.583984375,2.01220703125
Venezuela,Colombia,FIFA World Cup qualification,FALSE,0.0,1.4375,0.903564453125
Wales,Austria,FIFA World Cup qualification,FALSE,2.0,1.451171875,1.337646484375
Zambia,Congo,FIFA World Cup qualification,FALSE,0.0,0.888671875,1.94580078125
Algeria,Rwanda,FIFA World Cup qualification,FALSE,0.0,0.337890625,2.3857421875
Brazil,Peru,FIFA World Cup qualification,FALSE,0.0,0.380859375,2.517333984375
Cameroon,Sudan,FIFA World Cup qualification,FALSE,1.0,0.37890625,2.15771484375
DR Congo,Ghana,FIFA World Cup qualification,FALSE,1.0,1.2734375,1.52734375
Ecuador,Paraguay,FIFA World Cup qualification,FALSE,2.0,1.236328125,1.4404296875
Egypt,Libya,FIFA World Cup qualification,FALSE,1.0,0.345703125,2.34912109375
Ivory Coast,Benin,FIFA World Cup qualification,FALSE,0.0,0.64453125,2.912109375
Mali,Togo,FIFA World Cup qualification,FALSE,2.0,0.66015625,1.83544921875
Mexico,United States,FIFA World Cup qualification,FALSE,1.0,0.619140625,2.35888671875
Zimbabwe,Angola,FIFA World Cup qualification,FALSE,0.0,0.857421875,1.3701171875
Australia,Indonesia,Friendly,FALSE,0.0,0.50390625,3.28369140625
Bolivia,Venezuela,FIFA World Cup qualification,FALSE,1.0,1.056640625,2.1484375
Republic of Ireland,China PR,Friendly,FALSE,0.0,0.548828125,2.0380859375
Andorra,Czech Republic,FIFA World Cup qualification,FALSE,4.0,2.5234375,-0.28564453125
Argentina,Colombia,FIFA World Cup qualification,FALSE,0.0,0.34375,2.100341796875
Austria,Wales,FIFA World Cup qualification,FALSE,0.0,0.861328125,2.0634765625
Bosnia and Herzegovina,Lithuania,FIFA World Cup qualification,FALSE,1.0,0.865234375,2.337890625
Croatia,Malta,FIFA World Cup qualification,FALSE,0.0,-0.017578125,3.533203125
England,Azerbaijan,FIFA World Cup qualification,FALSE,0.0,-0.240234375,3.33642578125
Estonia,Russia,FIFA World Cup qualification,FALSE,1.0,2.0546875,0.173828125
Georgia,Turkey,FIFA World Cup qualification,FALSE,5.0,1.181640625,1.181640625
Greece,Albania,FIFA World Cup qualification,FALSE,0.0,0.611328125,1.842529296875
Hungary,Bulgaria,FIFA World Cup qualification,FALSE,1.0,0.98046875,2.38330078125
Israel,France,FIFA World Cup qualification,FALSE,1.0,1.69921875,1.259765625
Italy,Iceland,Friendly,FALSE,0.0,0.3359375,2.55419921875
Japan,Bahrain,FIFA World Cup qualification,FALSE,0.0,0.669921875,2.158935546875
North Korea,Iran,FIFA World Cup qualification,FALSE,2.0,1.203125,1.083740234375
South Korea,Uzbekistan,FIFA World Cup qualification,FALSE,1.0,0.7421875,2.02978515625
Kuwait,Saudi Arabia,FIFA World Cup qualification,FALSE,0.0,0.951171875,1.47607421875
Latvia,Luxembourg,FIFA World Cup qualification,FALSE,0.0,1.103515625,2.3056640625
North Macedonia,Romania,FIFA World Cup qualification,FALSE,2.0,1.529296875,0.9140625
Moldova,Norway,FIFA World Cup qualification,FALSE,0.0,1.654296875,0.8720703125
Netherlands,Armenia,FIFA World Cup qualification,FALSE,0.0,0.455078125,3.078857421875
Panama,Mexico,FIFA World Cup qualification,FALSE,1.0,1.5546875,0.48046875
Paraguay,Chile,FIFA World Cup qualification,FALSE,1.0,0.7734375,1.59228515625
Peru,Ecuador,FIFA World Cup qualification,FALSE,2.0,0.814453125,1.76904296875
Poland,Northern Ireland,FIFA World Cup qualification,FALSE,0.0,0.6171875,2.158935546875
San Marino,Belgium,FIFA World Cup qualification,FALSE,2.0,3.861328125,0.043701171875
Serbia,Spain,FIFA World Cup qualification,TRUE,0.0,1.751953125,0.995361328125
Slovakia,Portugal,FIFA World Cup qualification,FALSE,1.0,1.32421875,1.2880859375
Slovenia,Belarus,FIFA World Cup qualification,FALSE,1.0,1.0859375,1.517822265625
Switzerland,Cyprus,FIFA World Cup qualification,FALSE,0.0,0.548828125,3.140625
Trinidad and Tobago,Costa Rica,FIFA World Cup qualification,FALSE,0.0,1.380859375,1.325927734375
Ukraine,Denmark,FIFA World Cup qualification,FALSE,0.0,1.021484375,1.273193359375
Uruguay,Brazil,FIFA World Cup qualification,FALSE,1.0,1.419921875,1.185302734375
United States,Guatemala,FIFA World Cup qualification,FALSE,0.0,0.544921875,2.1396484375
Mozambique,Zimbabwe,COSAFA Cup,TRUE,3.0,1.501953125,0.82568359375
Namibia,Botswana,COSAFA Cup,FALSE,1.0,0.630859375,1.279541015625
Botswana,Zimbabwe,COSAFA Cup,TRUE,2.0,1.40625,0.3779296875
Estonia,Norway,Friendly,FALSE,2.0,1.890625,0.89990234375
Guatemala,Jamaica,Friendly,TRUE,1.0,1.1171875,1.562744140625
Brazil,Guatemala,Friendly,FALSE,0.0,-0.068359375,3.267333984375
Mexico,Poland,Friendly,TRUE,1.0,1.474609375,1.559814453125
Guernsey,Jersey,Friendly,FALSE,0.0,1.13671875,1.37451171875
Ecuador,Paraguay,Friendly,TRUE,0.0,1.642578125,1.14013671875
Jersey,Guernsey,Friendly,FALSE,3.0,1.01171875,1.75390625
