home_team,away_team,tournament,neutral,away_score,Away Model,Home model
Brazil,Paraguay,Copa Oswaldo Cruz,FALSE,1.0,1.1015625,2.853515625
Uruguay,Argentina,Copa Newton,FALSE,3.0,1.4453125,1.50634765625
Indonesia,Malaysia,Indonesia Tournament,FALSE,2.0,0.78515625,2.204345703125
Iran,China PR,AFC Asian Cup,FALSE,0.0,0.58984375,1.888427734375
Iraq,Kuwait,AFC Asian Cup,TRUE,3.0,0.98828125,1.49560546875
Hungary,Austria,Friendly,FALSE,0.0,1.490234375,2.23681640625
Indonesia,Burma,Indonesia Tournament,FALSE,1.0,0.728515625,2.69970703125
China PR,Iraq,AFC Asian Cup,TRUE,0.0,1.26171875,1.31884765625
Finland,England,FIFA World Cup qualification,FALSE,4.0,2.57421875,0.73388671875
Iran,Kuwait,AFC Asian Cup,FALSE,0.0,0.619140625,1.859619140625
Czechoslovakia,Netherlands,UEFA Euro,TRUE,1.0,1.359375,1.704833984375
Faroe Islands,Iceland,Friendly,FALSE,6.0,2.169921875,1.0283203125
Sweden,Norway,FIFA World Cup qualification,FALSE,0.0,1.041015625,2.555419921875
Yugoslavia,Germany,UEFA Euro,FALSE,4.0,1.44921875,1.6923828125
Yugoslavia,Netherlands,UEFA Euro,FALSE,3.0,1.17578125,1.81298828125
Czechoslovakia,Germany,UEFA Euro,TRUE,2.0,1.6328125,1.584228515625
Austria,Russia,Friendly,FALSE,2.0,1.42578125,1.440673828125
Norway,Denmark,Nordic Championship,FALSE,0.0,1.775390625,1.62158203125
Réunion,Kenya,Friendly,TRUE,3.0,2.591796875,0.555419921875
Guatemala,Costa Rica,Friendly,FALSE,0.0,1.271484375,1.240478515625
Gabon,DR Congo,Friendly,FALSE,1.0,1.13671875,1.281005859375
Seychelles,Réunion,Friendly,FALSE,4.0,1.998046875,2.298095703125
Iran,Romania,Friendly,FALSE,2.0,1.341796875,1.163330078125
Réunion,Mauritius,Friendly,FALSE,2.0,1.919921875,1.255126953125
Rwanda,DR Congo,Friendly,TRUE,6.0,1.78515625,0.7763671875
Seychelles,Kenya,Friendly,FALSE,4.0,1.9921875,0.66015625
Guyana,Suriname,FIFA World Cup qualification,FALSE,0.0,1.5390625,1.514404296875
Cameroon,DR Congo,Friendly,TRUE,1.0,1.33984375,1.539794921875
Malawi,Kenya,Friendly,FALSE,0.0,1.0703125,1.521728515625
Burundi,DR Congo,Friendly,TRUE,1.0,1.830078125,0.46923828125
Guatemala,El Salvador,Friendly,FALSE,0.0,0.66796875,1.743896484375
Malawi,Sierra Leone,Friendly,FALSE,2.0,0.904296875,1.472900390625
Costa Rica,Panama,FIFA World Cup qualification,FALSE,0.0,0.423828125,2.332275390625
Finland,Iceland,Friendly,FALSE,0.0,1.505859375,1.86279296875
Afghanistan,Pakistan,Friendly,FALSE,0.0,1.107421875,1.758056640625
India,Pakistan,Friendly,TRUE,1.0,1.130859375,2.113525390625
Afghanistan,India,Friendly,FALSE,1.0,1.73828125,1.235107421875
Curaçao,Haiti,FIFA World Cup qualification,TRUE,2.0,1.427734375,1.23876953125
Malaysia,South Korea,Merdeka Tournament,FALSE,1.0,1.771484375,0.72021484375
Burma,Indonesia,Merdeka Tournament,TRUE,1.0,1.3046875,2.00927734375
India,Japan,Merdeka Tournament,TRUE,5.0,2.4609375,0.295166015625
São Tomé and Príncipe,Congo,Friendly,FALSE,3.0,1.896484375,0.794921875
India,South Korea,Merdeka Tournament,TRUE,8.0,2.3046875,0.214111328125
Indonesia,Japan,Merdeka Tournament,TRUE,6.0,2.201171875,0.9404296875
Australia,Hong Kong,Friendly,FALSE,1.0,0.341796875,3.11083984375
Burma,Thailand,Merdeka Tournament,TRUE,0.0,1.388671875,1.84130859375
El Salvador,Panama,FIFA World Cup qualification,FALSE,1.0,0.857421875,1.783447265625
Sweden,Finland,Nordic Championship,FALSE,0.0,0.974609375,3.1494140625
Indonesia,South Korea,Merdeka Tournament,TRUE,2.0,2.046875,0.859375
Burma,Japan,Merdeka Tournament,TRUE,2.0,2.08203125,0.604248046875
Haiti,Curaçao,FIFA World Cup qualification,FALSE,0.0,0.765625,2.230224609375
India,Thailand,Merdeka Tournament,TRUE,6.0,1.767578125,1.5322265625
Barbados,Trinidad and Tobago,FIFA World Cup qualification,FALSE,1.0,1.630859375,0.93310546875
Burma,South Korea,Merdeka Tournament,TRUE,2.0,1.927734375,0.523193359375
Jamaica,Cuba,FIFA World Cup qualification,FALSE,3.0,0.775390625,1.82373046875
Japan,Thailand,Merdeka Tournament,TRUE,2.0,0.873046875,2.9755859375
Malaysia,Burma,Merdeka Tournament,FALSE,1.0,0.958984375,2.41650390625
Switzerland,Bulgaria,Friendly,FALSE,2.0,1.193359375,1.760009765625
Australia,Hong Kong,Friendly,FALSE,0.0,0.341796875,3.11083984375
Indonesia,Thailand,Merdeka Tournament,TRUE,1.0,1.5078125,2.177490234375
Japan,South Korea,Merdeka Tournament,TRUE,0.0,1.41015625,1.657470703125
Burma,India,Merdeka Tournament,TRUE,2.0,1.26171875,2.175537109375
South Korea,Thailand,Merdeka Tournament,TRUE,1.0,0.55078125,2.795654296875
Iceland,Luxembourg,Friendly,FALSE,1.0,0.888671875,2.518798828125
Denmark,Norway,Nordic Championship,FALSE,0.0,1.5078125,2.504150390625
Finland,Turkey,Friendly,FALSE,1.0,1.716796875,1.41015625
Cuba,Jamaica,FIFA World Cup qualification,FALSE,0.0,0.90234375,1.3779296875
Suriname,Guyana,FIFA World Cup qualification,FALSE,0.0,0.853515625,2.5849609375
Trinidad and Tobago,Barbados,FIFA World Cup qualification,FALSE,0.0,0.4453125,2.92138671875
Denmark,France,Friendly,FALSE,1.0,1.482421875,1.85205078125
Burkina Faso,Ivory Coast,FIFA World Cup qualification,TRUE,1.0,1.669921875,1.020751953125
Malawi,Uganda,Friendly,FALSE,1.0,1.10546875,1.356201171875
Iceland,Belgium,FIFA World Cup qualification,FALSE,1.0,1.794921875,1.154541015625
Saudi Arabia,Iraq,Friendly,FALSE,0.0,0.91796875,1.3671875
Malawi,Uganda,Friendly,FALSE,2.0,1.10546875,1.356201171875
England,Republic of Ireland,Friendly,FALSE,1.0,0.666015625,2.052001953125
Iceland,Netherlands,FIFA World Cup qualification,FALSE,1.0,2.0078125,0.856689453125
Libya,Algeria,Friendly,FALSE,1.0,0.888671875,1.305419921875
Norway,Switzerland,FIFA World Cup qualification,FALSE,0.0,1.279296875,1.749267578125
Scotland,Finland,Friendly,FALSE,0.0,0.4296875,2.423583984375
Sweden,Hungary,Friendly,FALSE,1.0,1.611328125,2.19482421875
Ivory Coast,Ghana,Friendly,FALSE,1.0,1.15234375,1.73193359375
Libya,Algeria,Friendly,FALSE,0.0,0.888671875,1.305419921875
South Korea,Malaysia,Korea Cup,FALSE,4.0,0.15625,2.679443359375
Burma,New Zealand,Korea Cup,TRUE,2.0,1.888671875,1.08935546875
Saudi Arabia,Morocco,Friendly,FALSE,2.0,1.087890625,1.07470703125
South Korea,India,Korea Cup,FALSE,0.0,0.244140625,3.130859375
Malawi,Botswana,Friendly,FALSE,1.0,0.71484375,1.48291015625
Malaysia,Singapore,Korea Cup,TRUE,1.0,1.322265625,1.744384765625
Barbados,Trinidad and Tobago,FIFA World Cup qualification,FALSE,3.0,1.630859375,0.93310546875
India,Singapore,Korea Cup,TRUE,2.0,1.517578125,1.45849609375
Burma,Thailand,Korea Cup,TRUE,0.0,1.548828125,1.6220703125
South Korea,Singapore,Korea Cup,FALSE,0.0,-0.0390625,2.942138671875
Malawi,Botswana,Friendly,FALSE,0.0,0.71484375,1.48291015625
Panama,Guatemala,FIFA World Cup qualification,FALSE,4.0,0.8828125,1.262451171875
New Zealand,Thailand,Korea Cup,TRUE,1.0,1.361328125,2.42138671875
India,Malaysia,Korea Cup,TRUE,4.0,1.712890625,1.19580078125
Austria,Switzerland,Friendly,FALSE,1.0,1.18359375,2.1318359375
Bulgaria,Turkey,Friendly,FALSE,2.0,1.060546875,1.68505859375
Denmark,Italy,Friendly,FALSE,1.0,1.322265625,1.373779296875
Finland,Luxembourg,FIFA World Cup qualification,FALSE,1.0,1.115234375,2.89599609375
German DR,Hungary,Friendly,FALSE,1.0,1.44921875,1.887451171875
Greece,Israel,Friendly,FALSE,1.0,1.15625,1.57275390625
Norway,Sweden,Nordic Championship,FALSE,2.0,1.943359375,1.56005859375
Romania,Czechoslovakia,Friendly,FALSE,1.0,1.34375,1.351318359375
South Korea,New Zealand,Korea Cup,FALSE,0.0,0.7109375,2.263916015625
Canada,United States,FIFA World Cup qualification,FALSE,1.0,1.1796875,1.325439453125
Italy,Yugoslavia,Friendly,FALSE,0.0,1.248046875,1.854248046875
Guatemala,Panama,FIFA World Cup qualification,FALSE,0.0,0.806640625,1.87744140625
Ivory Coast,Burkina Faso,FIFA World Cup qualification,FALSE,0.0,0.5625,2.350830078125
Botswana,Zambia,Friendly,FALSE,3.0,1.408203125,0.576904296875
Saudi Arabia,Tunisia,Friendly,FALSE,1.0,1.125,1.37109375
New Caledonia,New Zealand,Friendly,FALSE,1.0,1.5625,0.910400390625
United States,Mexico,FIFA World Cup qualification,FALSE,0.0,1.216796875,1.357666015625
Chile,Uruguay,Copa Juan Pinto Durán,FALSE,0.0,1.025390625,1.44091796875
Czechoslovakia,Romania,Friendly,FALSE,2.0,1.052734375,2.25439453125
Wales,Germany,Friendly,FALSE,2.0,1.95703125,0.912841796875
Bulgaria,France,FIFA World Cup qualification,FALSE,2.0,1.455078125,1.5322265625
Greece,Hungary,FIFA World Cup qualification,FALSE,1.0,1.751953125,1.282958984375
Switzerland,Sweden,FIFA World Cup qualification,FALSE,2.0,1.513671875,1.59130859375
Uganda,Burundi,Friendly,FALSE,0.0,0.88671875,2.144287109375
Albania,Algeria,Friendly,FALSE,0.0,0.82421875,1.15283203125
Canada,Mexico,FIFA World Cup qualification,FALSE,0.0,1.3984375,0.809326171875
Ethiopia,Mauritius,Friendly,FALSE,0.0,0.822265625,2.16943359375
Ghana,Guinea,FIFA World Cup qualification,FALSE,1.0,0.77734375,2.177734375
Spain,Yugoslavia,FIFA World Cup qualification,FALSE,0.0,1.21875,2.29638671875
Uganda,Burundi,Friendly,FALSE,0.0,0.88671875,2.144287109375
Pakistan,Afghanistan,Friendly,FALSE,0.0,1.783203125,2.150390625
Peru,Uruguay,Friendly,FALSE,0.0,1.462890625,1.097412109375
Argentina,Chile,Copa Carlos Dittborn,FALSE,0.0,0.626953125,2.548583984375
Austria,Hungary,Friendly,FALSE,4.0,1.69921875,1.96630859375
Czechoslovakia,Scotland,FIFA World Cup qualification,FALSE,0.0,1.08203125,2.1826171875
England,Finland,FIFA World Cup qualification,FALSE,1.0,0.27734375,3.0478515625
Netherlands,Northern Ireland,FIFA World Cup qualification,FALSE,2.0,0.458984375,2.6181640625
Turkey,Republic of Ireland,Friendly,FALSE,3.0,1.158203125,1.16650390625
Colombia,Uruguay,Friendly,FALSE,2.0,1.228515625,1.03955078125
Mexico,United States,FIFA World Cup qualification,FALSE,0.0,0.619140625,2.35888671875
Luxembourg,Italy,FIFA World Cup qualification,FALSE,4.0,2.56640625,-0.016845703125
Portugal,Poland,FIFA World Cup qualification,FALSE,2.0,1.06640625,1.980712890625
Sierra Leone,Nigeria,FIFA World Cup qualification,FALSE,0.0,1.0390625,0.8984375
Congo,Cameroon,FIFA World Cup qualification,FALSE,2.0,1.271484375,1.134521484375
Togo,Senegal,FIFA World Cup qualification,FALSE,0.0,1.044921875,1.098876953125
Ecuador,Uruguay,Friendly,FALSE,2.0,1.625,1.1650390625
Indonesia,Australia,Friendly,FALSE,1.0,2.19140625,0.6044921875
Iraq,Libya,Friendly,FALSE,0.0,0.462890625,1.9814453125
United States,Canada,FIFA World Cup qualification,FALSE,0.0,0.689453125,1.955322265625
Iraq,Libya,Friendly,FALSE,1.0,0.462890625,1.9814453125
Singapore,Australia,Friendly,FALSE,1.0,2.6171875,0.18017578125
Hong Kong,Australia,Friendly,FALSE,2.0,2.34765625,0.131591796875
Malawi,Mauritius,African Cup of Nations qualification,FALSE,1.0,0.546875,1.964599609375
Uganda,Ethiopia,Friendly,FALSE,1.0,0.970703125,2.486328125
Bulgaria,German DR,Friendly,FALSE,4.0,1.51953125,1.37060546875
Denmark,Cyprus,FIFA World Cup qualification,FALSE,0.0,0.419921875,3.419677734375
Mexico,Canada,FIFA World Cup qualification,FALSE,0.0,0.310546875,2.4404296875
Peru,Argentina,Copa Ramón Castilla,FALSE,3.0,2.208984375,0.6416015625
Egypt,Ethiopia,FIFA World Cup qualification,FALSE,0.0,0.46484375,3.078857421875
Nigeria,Sierra Leone,FIFA World Cup qualification,FALSE,2.0,0.3046875,2.487548828125
Cameroon,Congo,FIFA World Cup qualification,FALSE,2.0,0.697265625,1.98046875
Guinea,Ghana,FIFA World Cup qualification,FALSE,1.0,1.1640625,1.4833984375
Poland,Cyprus,FIFA World Cup qualification,FALSE,0.0,0.41015625,3.267333984375
Senegal,Togo,FIFA World Cup qualification,FALSE,1.0,0.4375,1.869384765625
Turkey,Malta,FIFA World Cup qualification,FALSE,0.0,0.2421875,3.00146484375
Algeria,Libya,Friendly,FALSE,0.0,0.45703125,2.085693359375
Israel,Australia,Friendly,FALSE,1.0,1.4140625,1.422119140625
Tunisia,Libya,Friendly,FALSE,0.0,0.47265625,1.992919921875
Zanzibar,Zambia,CECAFA Cup,FALSE,3.0,1.9765625,0.29248046875
Somalia,Uganda,CECAFA Cup,TRUE,2.0,2.634765625,0.18115234375
Tanzania,Kenya,CECAFA Cup,FALSE,1.0,1.037109375,1.15576171875
Tanzania,Malawi,CECAFA Cup,FALSE,1.0,0.955078125,1.1669921875
Somalia,Zambia,CECAFA Cup,TRUE,4.0,2.912109375,-0.15380859375
Zanzibar,Uganda,CECAFA Cup,FALSE,1.0,1.69921875,0.62744140625
Kenya,Malawi,CECAFA Cup,TRUE,2.0,1.193359375,1.2392578125
Argentina,Peru,Copa Ramón Castilla,FALSE,0.0,1.119140625,2.028076171875
Belgium,Northern Ireland,FIFA World Cup qualification,FALSE,0.0,0.705078125,2.380615234375
Greece,Austria,Friendly,FALSE,3.0,1.63671875,1.19677734375
Haiti,United States,Friendly,FALSE,0.0,1.46875,1.10791015625
Zanzibar,Somalia,CECAFA Cup,FALSE,0.0,0.849609375,2.5068359375
Uganda,Zambia,CECAFA Cup,TRUE,3.0,1.416015625,1.039794921875
Haiti,United States,Friendly,FALSE,0.0,1.46875,1.10791015625
Kenya,Zambia,CECAFA Cup,TRUE,2.0,1.58984375,0.7275390625
Malawi,Uganda,CECAFA Cup,TRUE,2.0,1.1796875,0.824462890625
Saudi Arabia,Syria,FIFA World Cup qualification,FALSE,0.0,0.72265625,1.900390625
Ethiopia,Egypt,FIFA World Cup qualification,FALSE,2.0,1.279296875,0.883056640625
Haiti,United States,Friendly,FALSE,0.0,1.46875,1.10791015625
Suriname,Trinidad and Tobago,FIFA World Cup qualification,FALSE,1.0,1.455078125,2.084228515625
Uganda,Zambia,CECAFA Cup,TRUE,0.0,1.416015625,1.039794921875
Tanzania,Zambia,Friendly,FALSE,3.0,1.6171875,0.966796875
Zanzibar,Somalia,Friendly,FALSE,1.0,1.1171875,2.818359375
France,Republic of Ireland,FIFA World Cup qualification,FALSE,0.0,0.828125,1.94140625
German DR,Turkey,FIFA World Cup qualification,FALSE,1.0,0.7109375,2.07373046875
Germany,Czechoslovakia,Friendly,FALSE,0.0,1.228515625,2.092529296875
Italy,England,FIFA World Cup qualification,FALSE,0.0,1.404296875,1.42529296875
Portugal,Denmark,FIFA World Cup qualification,FALSE,0.0,1.015625,1.87890625
Scotland,Wales,FIFA World Cup qualification,FALSE,0.0,0.546875,1.81103515625
Mali,Burkina Faso,Friendly,FALSE,1.0,0.728515625,1.7578125
Malta,Tunisia,Friendly,FALSE,1.0,1.7265625,0.828857421875
Uruguay,Peru,Friendly,FALSE,0.0,0.677734375,1.75537109375
Syria,Saudi Arabia,FIFA World Cup qualification,FALSE,1.0,1.111328125,1.49072265625
Argentina,Russia,Friendly,FALSE,0.0,0.90625,1.757080078125
Cuba,Haiti,FIFA World Cup qualification,FALSE,1.0,1.080078125,1.549560546875
Romania,Bulgaria,Balkan Cup,FALSE,2.0,1.240234375,2.8017578125
Trinidad and Tobago,Suriname,FIFA World Cup qualification,FALSE,2.0,0.9375,2.481201171875
Brazil,Russia,Friendly,FALSE,0.0,0.916015625,2.002197265625
El Salvador,Costa Rica,FIFA World Cup qualification,FALSE,1.0,1.25390625,1.2265625
Japan,South Korea,Friendly,FALSE,2.0,1.193359375,1.601806640625
Costa Rica,Guatemala,FIFA World Cup qualification,FALSE,0.0,0.4296875,2.115966796875
Cyprus,Portugal,FIFA World Cup qualification,FALSE,2.0,2.0078125,0.681640625
Malta,Austria,FIFA World Cup qualification,FALSE,1.0,2.34765625,0.55859375
Guatemala,El Salvador,FIFA World Cup qualification,FALSE,1.0,0.6015625,1.823974609375
Haiti,Cuba,FIFA World Cup qualification,FALSE,1.0,0.796875,1.88525390625
Guatemala,Costa Rica,FIFA World Cup qualification,FALSE,1.0,1.205078125,1.320556640625
Morocco,Tunisia,FIFA World Cup qualification,FALSE,1.0,0.689453125,1.60546875
Costa Rica,El Salvador,FIFA World Cup qualification,FALSE,1.0,0.21875,2.27880859375
Israel,Austria,Friendly,FALSE,3.0,1.791015625,1.30029296875
Thailand,South Korea,King's Cup,FALSE,1.0,1.544921875,0.764404296875
South Korea,Singapore,King's Cup,TRUE,0.0,0.119140625,2.732666015625
Bangladesh,Malaysia,King's Cup,TRUE,6.0,2.166015625,0.252197265625
Suriname,Trinidad and Tobago,FIFA World Cup qualification,TRUE,2.0,1.794921875,1.864013671875
El Salvador,Guatemala,FIFA World Cup qualification,FALSE,0.0,0.861328125,1.567138671875
Thailand,Singapore,King's Cup,FALSE,0.0,0.595703125,2.22802734375
Canada,United States,FIFA World Cup qualification,TRUE,0.0,1.51953125,1.105224609375
South Korea,Malaysia,King's Cup,TRUE,1.0,0.3125,2.469970703125
Portugal,Italy,Friendly,FALSE,1.0,1.119140625,1.32080078125
Panama,Cuba,Friendly,FALSE,5.0,0.798828125,1.61376953125
Thailand,Malaysia,King's Cup,FALSE,1.0,0.791015625,1.96533203125
Cuba,Haiti,FIFA World Cup qualification,TRUE,2.0,1.419921875,1.329345703125
Uruguay,Ecuador,Friendly,FALSE,1.0,0.548828125,2.121826171875
Northern Cyprus,Turkey,Friendly,FALSE,1.0,1.7578125,1.2490234375
Saudi Arabia,Iran,FIFA World Cup qualification,FALSE,3.0,1.166015625,1.2509765625
Paraguay,Ecuador,Friendly,FALSE,0.0,0.69140625,1.84130859375
Tunisia,Morocco,FIFA World Cup qualification,FALSE,1.0,0.83203125,1.311279296875
Algeria,Bulgaria,Friendly,FALSE,1.0,1.166015625,1.33642578125
Paraguay,Uruguay,Copa Artigas,FALSE,1.0,1.0625,1.227294921875
Colombia,Ecuador,Friendly,FALSE,1.0,0.6484375,1.631103515625
Guinea,Ghana,FIFA World Cup qualification,TRUE,0.0,1.50390625,1.26318359375
Venezuela,Ecuador,Friendly,FALSE,0.0,1.400390625,1.36181640625
Brazil,Bulgaria,Friendly,FALSE,0.0,0.5625,2.588134765625
Congo,Gabon,Friendly,FALSE,2.0,1.04296875,1.5439453125
Uruguay,Paraguay,Copa Artigas,FALSE,1.0,0.59765625,1.703125
Uganda,Iraq,Friendly,FALSE,1.0,1.10546875,1.287353515625
Cameroon,Congo,Friendly,FALSE,2.0,0.763671875,1.900390625
Chile,Paraguay,Friendly,FALSE,0.0,1.05859375,1.75146484375
Ecuador,Colombia,Friendly,FALSE,1.0,1.1484375,1.21826171875
Israel,Greece,Friendly,FALSE,1.0,1.14453125,1.3740234375
Italy,Belgium,Friendly,FALSE,1.0,0.986328125,2.06298828125
Mauritius,Malawi,African Cup of Nations qualification,FALSE,2.0,1.357421875,1.480224609375
Colombia,Yugoslavia,Friendly,FALSE,1.0,1.55078125,1.214111328125
Cyprus,Bulgaria,Friendly,FALSE,2.0,1.8515625,0.8681640625
Gambia,Denmark,Friendly,FALSE,4.0,1.81640625,0.244873046875
Uruguay,Chile,Copa Juan Pinto Durán,FALSE,0.0,0.341796875,1.677490234375
Mexico,Yugoslavia,Friendly,FALSE,1.0,1.521484375,1.6640625
Tanzania,Mozambique,Friendly,FALSE,1.0,1.08203125,1.36328125
France,Romania,Friendly,FALSE,0.0,1.103515625,1.9150390625
Paraguay,Chile,Friendly,FALSE,0.0,0.83984375,1.51220703125
Senegal,Denmark,Friendly,FALSE,3.0,1.326171875,0.802490234375
Gabon,Morocco,Friendly,FALSE,1.0,1.03125,0.62548828125
Bolivia,Paraguay,Copa Paz del Chaco,FALSE,1.0,1.396484375,1.25732421875
Kenya,Egypt,FIFA World Cup qualification,FALSE,0.0,1.330078125,0.952880859375
Tunisia,Algeria,FIFA World Cup qualification,FALSE,0.0,0.677734375,1.610107421875
Mexico,Yugoslavia,Friendly,FALSE,1.0,1.521484375,1.6640625
Bolivia,Paraguay,Copa Paz del Chaco,FALSE,2.0,1.396484375,1.25732421875
England,Netherlands,Friendly,FALSE,2.0,1.28125,2.02783203125
Republic of Ireland,Spain,Friendly,FALSE,1.0,1.529296875,0.94677734375
Peru,Hungary,Friendly,FALSE,2.0,1.75390625,1.4130859375
Thailand,Israel,Friendly,FALSE,3.0,1.947265625,0.751953125
Venezuela,Uruguay,FIFA World Cup qualification,FALSE,1.0,1.9140625,0.850341796875
Australia,Israel,Friendly,FALSE,1.0,1.384765625,1.8525390625
Ecuador,Paraguay,Friendly,FALSE,1.0,1.302734375,1.3603515625
Ivory Coast,Congo,FIFA World Cup qualification,FALSE,2.0,0.74609375,2.332275390625
Togo,Guinea,FIFA World Cup qualification,FALSE,2.0,1.025390625,1.485107421875
Uganda,Zambia,FIFA World Cup qualification,FALSE,0.0,1.275390625,1.651611328125
Nigeria,Benin,Friendly,FALSE,0.0,0.546875,2.7548828125
Singapore,South Korea,Friendly,FALSE,4.0,2.255859375,0.37939453125
Australia,Israel,Friendly,FALSE,1.0,1.384765625,1.8525390625
Turkey,Bulgaria,Balkan Cup,FALSE,0.0,1.419921875,2.39013671875
Bahrain,South Korea,Friendly,FALSE,4.0,1.3359375,0.828857421875
Bahrain,South Korea,Friendly,FALSE,1.0,1.3359375,0.828857421875
Colombia,Brazil,FIFA World Cup qualification,FALSE,0.0,1.521484375,0.694580078125
Ecuador,Peru,FIFA World Cup qualification,FALSE,1.0,1.107421875,1.47021484375
Panama,Paraguay,Friendly,FALSE,4.0,1.59375,0.322509765625
Mexico,Hungary,Friendly,FALSE,1.0,1.490234375,1.80517578125
France,Germany,Friendly,FALSE,0.0,1.78515625,1.716552734375
Colombia,Paraguay,FIFA World Cup qualification,FALSE,1.0,0.83984375,1.31494140625
Argentina,Hungary,Friendly,FALSE,1.0,1.1796875,2.28271484375
Bolivia,Uruguay,FIFA World Cup qualification,FALSE,0.0,1.78125,1.150146484375
Botswana,China PR,Friendly,FALSE,2.0,1.1953125,0.51513671875
Congo,Ivory Coast,FIFA World Cup qualification,FALSE,3.0,1.375,1.1806640625
Ecuador,Chile,FIFA World Cup qualification,FALSE,1.0,1.126953125,1.507568359375
Egypt,Kenya,FIFA World Cup qualification,FALSE,0.0,0.525390625,2.66455078125
Guinea,Togo,FIFA World Cup qualification,FALSE,1.0,0.638671875,2.019775390625
Israel,South Korea,FIFA World Cup qualification,FALSE,0.0,0.984375,1.701416015625
Singapore,Thailand,FIFA World Cup qualification,FALSE,0.0,1.650390625,1.777587890625
Zambia,Uganda,FIFA World Cup qualification,FALSE,2.0,0.8125,2.0615234375
Algeria,Tunisia,FIFA World Cup qualification,FALSE,1.0,0.853515625,1.700439453125
Hong Kong,Indonesia,FIFA World Cup qualification,TRUE,1.0,1.63671875,1.6767578125
Malaysia,Thailand,FIFA World Cup qualification,TRUE,4.0,1.626953125,1.622314453125
Singapore,Hong Kong,FIFA World Cup qualification,FALSE,2.0,1.40625,1.772705078125
Indonesia,Malaysia,FIFA World Cup qualification,TRUE,0.0,1.34765625,1.864501953125
New Zealand,New Caledonia,Friendly,FALSE,0.0,1.033203125,3.313232421875
Senegal,Guinea,Friendly,FALSE,0.0,0.7734375,1.7060546875
Thailand,Hong Kong,FIFA World Cup qualification,TRUE,2.0,1.177734375,1.8701171875
Tunisia,Malta,Friendly,FALSE,1.0,0.32421875,2.732177734375
Chile,Peru,FIFA World Cup qualification,FALSE,1.0,0.86328125,1.861328125
Israel,Japan,FIFA World Cup qualification,FALSE,0.0,1.140625,1.782470703125
Paraguay,Colombia,FIFA World Cup qualification,FALSE,1.0,0.728515625,1.383056640625
Singapore,Malaysia,FIFA World Cup qualification,FALSE,0.0,1.43359375,1.660400390625
Venezuela,Bolivia,FIFA World Cup qualification,FALSE,3.0,1.12109375,1.806396484375
Guadeloupe,Martinique,Friendly,FALSE,3.0,1.35546875,1.61962890625
Thailand,Indonesia,FIFA World Cup qualification,TRUE,2.0,1.33984375,2.04296875
Malaysia,Hong Kong,FIFA World Cup qualification,TRUE,1.0,1.3828125,1.617431640625
New Zealand,New Caledonia,Friendly,FALSE,0.0,1.033203125,3.313232421875
Qatar,Tunisia,Friendly,FALSE,0.0,1.3046875,1.17236328125
Austria,Greece,Friendly,FALSE,0.0,0.8671875,2.033935546875
Brazil,Colombia,FIFA World Cup qualification,FALSE,0.0,0.353515625,2.345458984375
Singapore,Indonesia,FIFA World Cup qualification,FALSE,4.0,1.56640625,1.945556640625
Israel,Japan,FIFA World Cup qualification,FALSE,0.0,1.140625,1.782470703125
Bahrain,Kuwait,FIFA World Cup qualification,TRUE,2.0,1.505859375,0.90771484375
Peru,Ecuador,FIFA World Cup qualification,FALSE,0.0,0.814453125,1.76904296875
Singapore,Hong Kong,FIFA World Cup qualification,FALSE,1.0,1.40625,1.772705078125
Australia,Chinese Taipei,FIFA World Cup qualification,TRUE,0.0,0.666015625,3.99755859375
Bolivia,Venezuela,FIFA World Cup qualification,FALSE,0.0,1.056640625,2.1484375
Paraguay,Brazil,FIFA World Cup qualification,FALSE,1.0,1.564453125,0.90478515625
Qatar,Bahrain,FIFA World Cup qualification,FALSE,0.0,0.73046875,1.7001953125
Iran,Hungary,Friendly,FALSE,2.0,1.767578125,1.315673828125
Qatar,Kuwait,FIFA World Cup qualification,FALSE,2.0,1.083984375,1.442138671875
Bahrain,Kuwait,FIFA World Cup qualification,TRUE,2.0,1.505859375,0.90771484375
Uruguay,Venezuela,FIFA World Cup qualification,FALSE,0.0,0.337890625,2.608642578125
Fiji,Australia,Friendly,FALSE,0.0,2.396484375,-0.3271484375
Qatar,Bahrain,FIFA World Cup qualification,FALSE,3.0,0.73046875,1.7001953125
Brazil,Paraguay,FIFA World Cup qualification,FALSE,1.0,0.509765625,2.487548828125
Burkina Faso,Ivory Coast,African Cup of Nations qualification,FALSE,1.0,1.20703125,1.124267578125
Chile,Ecuador,FIFA World Cup qualification,FALSE,0.0,0.734375,2.227783203125
South Korea,Israel,FIFA World Cup qualification,FALSE,1.0,1.064453125,1.556884765625
New Zealand,Chinese Taipei,FIFA World Cup qualification,FALSE,0.0,0.72265625,3.68701171875
Tunisia,Russia,Friendly,FALSE,3.0,1.53515625,0.65771484375
Qatar,Kuwait,FIFA World Cup qualification,FALSE,4.0,1.083984375,1.442138671875
Argentina,Iran,Friendly,TRUE,1.0,0.755859375,2.20654296875
Czechoslovakia,Greece,Friendly,FALSE,0.0,0.6484375,2.474365234375
Romania,Turkey,Balkan Cup,FALSE,0.0,1.1953125,2.84765625
Syria,Morocco,Friendly,FALSE,2.0,1.337890625,0.980712890625
Yugoslavia,Russia,Friendly,FALSE,4.0,1.36328125,1.76904296875
